Wall time,Step,Value
1521475210.1898527,43,6.776283264160156
1521475212.2694721,46,6.350203037261963
1521475230.7939787,72,6.8468146324157715
1521475252.2118354,95,6.172513961791992
1521475320.8062801,168,6.255169868469238
1521475378.8170607,230,6.319608688354492
1521475383.4703653,235,6.269466400146484
1521475403.0098562,256,6.071699142456055
1521475420.1589236,274,6.18684196472168
1521475452.7073905,309,5.79842472076416
1521475454.4231694,311,5.996476650238037
1521475461.9326222,319,5.7509236335754395
1521475607.527054,475,6.102452278137207
1521475729.306471,505,5.866579055786133
1521475769.0009987,548,6.06877326965332
1521475775.4780903,555,6.029047012329102
1521475820.0749636,603,6.1521406173706055
1521475831.5921965,616,5.976547718048096
1521475894.083101,683,5.541689872741699
1521475901.5049312,691,6.221253871917725
1521475976.2220056,771,5.786773681640625
1521475981.808648,777,5.812924385070801
1521476008.1869965,805,5.67744255065918
1521476118.806933,940,4.940673828125
1521476153.9949834,983,4.964808940887451
1521476196.4472542,1035,5.463318824768066
1521476227.2652915,1073,5.059844970703125
1521476289.6293657,1149,4.488590240478516
1521476356.1569576,1230,4.878436088562012
1521476400.8648922,1285,4.770425319671631
1521476403.278703,1288,3.277822494506836
1521476414.6254005,1302,5.200931072235107
1521476417.8348806,1306,4.714596271514893
1521476456.8954747,1354,4.853560924530029
1521476462.6256068,1361,5.087332725524902
1521476498.807725,1405,4.849382400512695
1521476522.6116457,1435,4.9685378074646
1521476593.3613694,1521,4.1136016845703125
1521476619.3281765,1553,4.18015193939209
1521476706.7986622,1660,4.74617862701416
1521476742.232565,1703,3.5213847160339355
1521476744.6924222,1706,4.5000200271606445
1521476831.6132863,1813,4.7806549072265625
1521476858.139681,1846,4.330723762512207
1521476891.3762949,1886,4.235913276672363
1521476916.174925,1916,4.0544538497924805
1521476988.598578,2005,4.559945106506348
1521477038.619713,2065,3.941323757171631
1521477113.609732,2156,4.222853660583496
1521477124.2791653,2168,4.6551513671875
1521477150.1786554,2200,4.233060359954834
1521477173.0190291,2231,4.439339637756348
1521477205.5978217,2276,4.379863739013672
1521477263.476873,2358,4.631537437438965
1521477296.5512478,2405,4.2827019691467285
1521477308.967757,2422,4.5422186851501465
1521477310.4815,2424,3.5983872413635254
1521477314.0082629,2429,4.635594367980957
1521477331.853677,2454,4.095776081085205
1521477332.5370438,2455,4.305135726928711
1521477341.2812219,2467,4.546698570251465
1521477344.8847775,2472,4.644796371459961
1521477365.0790548,2501,4.169938087463379
1521477472.8690836,2654,4.76729679107666
1521477511.9069846,2709,4.182164669036865
1521477673.3933585,2936,4.227545738220215
1521477722.6243885,3007,4.161593437194824
1521477725.0074506,3010,4.334158897399902
1521477809.993497,3130,4.111156463623047
1521477858.945531,3199,3.8091354370117188
1521477870.110791,3215,4.457559585571289
1521477870.8387995,3216,4.584612846374512
1521477911.9019454,3274,4.653190612792969
1521478035.7108161,3449,3.7264060974121094
1521478133.8976042,3587,4.6608781814575195
1521478135.28666,3589,4.601949691772461
1521478170.937511,3639,4.631840705871582
1521478222.191415,3710,3.3198156356811523
1521478274.0182846,3783,4.1177849769592285
1521478278.8141825,3790,4.132488250732422
1521478354.4017448,3897,3.920660972595215
1521478373.7651324,3925,3.954481601715088
1521478429.7922487,4005,3.409860372543335
1521478473.8961182,4067,3.6063921451568604
1521478543.5516558,4165,4.098372459411621
1521478569.4006867,4201,2.793696880340576
1521478629.190374,4286,3.9870190620422363
1521478687.532916,4369,3.909262180328369
1521478752.4339654,4461,3.82960844039917
1521478764.6517947,4478,4.284572124481201
1521478779.7617338,4499,4.001194953918457
1521478873.932136,4633,4.821816921234131
1521478876.8514416,4637,4.124170303344727
1521478882.4757276,4645,3.626098871231079
1521478961.070161,4757,3.771958351135254
1521478970.8487287,4771,4.432058334350586
1521478997.5802557,4809,3.7684054374694824
1521479035.4822319,4863,4.292498588562012
1521479089.2993493,4940,4.2933454513549805
1521479145.336538,5019,4.407927513122559
1521479146.7182739,5021,4.3374481201171875
1521479185.4576337,5075,3.167753219604492
1521479204.977926,5103,3.426875591278076
1521479354.566659,5314,3.9836783409118652
1521479364.2050118,5328,3.860553741455078
1521479406.3897872,5389,4.222029209136963
1521479496.4320674,5518,3.9707441329956055
1521479587.801872,5648,4.01973819732666
1521479618.9190335,5692,2.9363033771514893
1521479678.2307107,5777,3.6934499740600586
1521479718.0091825,5833,3.99165940284729
1521479722.9488878,5840,4.022799491882324
1521479748.2373147,5876,4.1240739822387695
1521479806.538002,5959,3.556781053543091
1521479905.9891124,6100,3.793555974960327
1521479953.6955147,6169,4.546723365783691
1521479966.8195362,6188,4.014286041259766
1521480015.0400658,6258,3.4545233249664307
1521480030.6626084,6281,3.856902837753296
1521480074.3511145,6345,3.8436813354492188
1521480172.40446,6489,4.021615505218506
1521480209.0703835,6543,3.750368356704712
1521480228.6842551,6572,4.273351669311523
1521480291.909498,6665,4.045523643493652
1521480293.8721535,6668,3.46913743019104
1521480301.9437218,6680,3.5652801990509033
1521480399.137052,6823,3.8237833976745605
1521480475.9800525,6935,3.9327633380889893
1521480577.0478134,7083,3.845853567123413
1521480604.8813298,7124,3.2207741737365723
1521480709.878282,7280,3.957411289215088
1521480757.8577855,7351,3.9750003814697266
1521480806.9759402,7419,4.027109146118164
1521480814.391859,7429,3.8191843032836914
1521480816.6472507,7432,3.208263635635376
1521480827.7043009,7447,3.6435720920562744
1521480853.053443,7480,3.7590677738189697
1521480993.0824554,7662,3.845855951309204
1521481065.8311534,7757,3.845858335494995
1521481073.250778,7767,3.5349044799804688
1521481100.3384802,7802,3.7180657386779785
1521481220.7160141,7960,3.8048715591430664
1521481279.1092603,8035,3.9212076663970947
1521481365.8701499,8149,3.5370280742645264
1521481397.1817758,8190,3.352201461791992
1521481504.4155953,8332,3.8250253200531006
1521481508.2816691,8337,3.74302077293396
1521481515.1469674,8346,3.5841448307037354
1521481585.5155444,8439,3.820340394973755
1521481607.2312374,8467,3.6218671798706055
1521481614.7603047,8477,3.9622998237609863
1521481686.549525,8570,3.7811851501464844
1521481712.1564488,8604,3.4584567546844482
1521481898.969706,8847,3.474564552307129
1521481921.2581563,8876,3.8707194328308105
1521481937.320596,8897,3.937105178833008
1521481942.5604188,8904,3.523669719696045
1521481987.1107278,8962,3.66133713722229
1521482034.342351,9024,3.347966194152832
1521482189.414567,9229,3.4758124351501465
1521482231.8498273,9285,3.4634711742401123
1521482256.161279,9317,3.5520668029785156
1521482320.083755,9404,3.226879596710205
1521482345.2651055,9437,3.7670392990112305
1521482412.0892282,9523,3.124988555908203
1521482421.9598258,9536,3.4082138538360596
1521482491.771454,9626,3.969224452972412
1521482509.5201504,9649,3.4310381412506104
1521482524.1537342,9667,3.2490692138671875
1521482635.6117163,9812,3.992798328399658
1521482685.2371018,9876,3.1718735694885254
1521482802.111885,10027,3.565505027770996
1521482822.0013607,10053,4.148921966552734
1521482972.2855773,10245,4.2521443367004395
1521482977.7877772,10252,3.3312339782714844
1521483068.4020815,10368,3.306954860687256
1521483129.4838047,10448,3.755631446838379
1521483163.0174835,10491,3.3441734313964844
1521483229.2889385,10576,4.181281089782715
1521483253.5643716,10607,3.610982894897461
1521483266.055117,10623,3.944941520690918
1521483310.6506536,10680,3.4209372997283936
1521483345.864583,10726,3.4110989570617676
1521483346.605328,10727,3.405120849609375
1521483364.005999,10749,3.1831135749816895
1521483411.2309554,10810,3.4019978046417236
1521483418.1425343,10819,3.318295955657959
1521483459.2292671,10871,3.792377471923828
1521483461.567039,10874,4.022030830383301
1521483491.1347144,10912,3.366476058959961
1521483508.2557485,10935,3.7974319458007812
1521483514.1231,10943,3.2886009216308594
1521483550.36953,10989,3.68115234375
1521483608.423182,11071,3.3299689292907715
1521483621.119248,11090,3.471879720687866
1521483627.1154163,11099,3.5846033096313477
1521483673.0591087,11167,3.847203016281128
1521483714.79386,11229,3.2410027980804443
1521483821.9904606,11388,3.6011035442352295
1521483857.702938,11441,3.514171600341797
1521483870.9435365,11461,3.5690531730651855
1521483891.5151134,11492,3.7045230865478516
1521483897.4619656,11501,4.05149507522583
1521483920.6966178,11535,3.2456107139587402
1521483976.330674,11617,3.4735889434814453
1521484001.227812,11654,3.592184066772461
1521484051.409145,11728,3.210357189178467
1521484128.351039,11842,4.156620025634766
1521484192.5632994,11938,2.5722806453704834
1521484195.843425,11943,2.869472026824951
1521484220.408296,11979,3.4051034450531006
1521484241.0358956,12010,3.2992985248565674
1521484306.9227712,12107,3.4607224464416504
1521484324.6855707,12133,4.027990341186523
1521484338.219825,12153,3.062556028366089
1521484408.6887815,12259,3.4907405376434326
1521484486.3408897,12374,3.0083422660827637
1521484522.3077412,12427,3.66351580619812
1521484666.2310286,12640,3.5295770168304443
1521484805.7603734,12846,2.8604893684387207
1521484847.7775612,12908,3.573700428009033
1521484900.245337,12986,3.3439652919769287
1521484911.7274456,13003,4.077662944793701
1521484930.10891,13030,3.7303049564361572
1521484944.4988337,13051,3.7368621826171875
1521484952.6944687,13063,3.26430606842041
1521484962.6983664,13078,3.5382018089294434
1521485052.0034974,13208,3.941890239715576
1521485162.8497322,13371,3.1714322566986084
1521485166.0662122,13375,3.493386745452881
1521485232.33393,13473,3.3128066062927246
1521485260.0150144,13515,2.985797882080078
1521485294.7542531,13566,3.026625394821167
1521485310.2472367,13589,3.652263641357422
1521485349.8255177,13648,3.565598964691162
1521485438.1783814,13779,3.7196731567382812
1521485487.9175704,13853,3.259428024291992
1521485620.249253,14049,3.1675796508789062
1521485715.8387184,14190,3.8769261837005615
1521485760.185703,14256,3.55955171585083
1521485765.056705,14263,3.6703567504882812
1521485782.3158772,14289,3.81453275680542
1521485794.6082313,14307,3.588613510131836
1521485834.6653056,14366,3.3670382499694824
1521485868.338313,14416,3.8904640674591064
1521485994.1564028,14601,3.7837626934051514
1521485998.0965455,14607,3.4498047828674316
1521486018.405577,14637,3.365668535232544
1521486024.4738498,14646,3.6579747200012207
1521486031.1153467,14656,3.640505313873291
1521486093.6872435,14748,3.343562126159668
1521486099.7641802,14757,3.168858289718628
1521486113.8459136,14778,3.205582618713379
1521486157.2294266,14842,3.1913418769836426
1521486170.2888591,14861,3.168328285217285
1521486304.30286,15059,3.2783029079437256
1521486365.1562088,15149,3.47048282623291
1521486423.170407,15235,3.117013931274414
1521486462.30764,15293,2.9790987968444824
1521486562.9399815,15442,3.7044553756713867
1521486564.2139814,15444,3.3404016494750977
1521486585.4058661,15476,3.403247356414795
