Wall time,Step,Value
1521432887.079311,43,7.6594438552856445
1521432889.075882,46,7.70827054977417
1521432921.3401573,95,7.525831699371338
1521432983.574084,168,7.478703022003174
1521433036.209478,230,7.332496643066406
1521433040.4558232,235,7.377272129058838
1521433058.1196241,256,7.3417582511901855
1521433073.3162563,274,7.539694786071777
1521433102.7897499,309,7.163211345672607
1521433104.4392347,311,7.151843070983887
1521433111.233267,319,7.2286224365234375
1521433243.3908088,475,7.145095348358154
1521433296.1259196,537,7.017457485198975
1521433332.5542893,580,7.021544456481934
1521433338.4899173,587,6.925871849060059
1521433378.9520633,635,6.906582355499268
1521433390.0685928,648,6.881843566894531
1521433447.124596,715,6.661434650421143
1521433454.0038583,723,6.931138038635254
1521433522.4613125,803,6.7275166511535645
1521433527.4622955,809,6.678791522979736
1521433551.1924925,837,6.623834133148193
1521433696.4120426,1015,6.841541290283203
1521433739.468968,1067,6.6210198402404785
1521433772.7926335,1105,6.60098934173584
1521433838.4138684,1181,6.588168144226074
1521433909.1042926,1262,6.332324504852295
1521433957.1107514,1317,6.004014492034912
1521433959.6393375,1320,6.579424858093262
1521433971.7496731,1334,6.694868564605713
1521433975.219506,1338,6.59559965133667
1521434016.8249516,1386,6.229581356048584
1521434022.8425324,1393,5.875387668609619
1521434061.4764524,1437,6.380396842956543
1521434087.3241904,1467,6.302274703979492
1521434162.29548,1553,5.743389129638672
1521434190.2560124,1585,6.137520790100098
1521434271.6414084,1692,5.933548927307129
1521434299.5745566,1735,6.113768100738525
1521434301.4846647,1738,6.231070518493652
1521434370.6065173,1845,6.091202735900879
1521434391.6757648,1878,5.7854323387146
1521434417.3556733,1918,6.123379707336426
1521434436.8003933,1948,5.98876953125
1521434493.4051547,2037,6.194127559661865
1521434531.5182035,2097,6.028290748596191
1521434598.0001037,2200,6.1807732582092285
1521434638.6608722,2263,6.207176685333252
1521434667.785734,2308,5.907113552093506
1521434720.781533,2390,5.607903003692627
1521434750.788989,2437,5.944234848022461
1521434761.5337322,2454,5.806441307067871
1521434762.8029256,2456,6.023020267486572
1521434766.0531173,2461,6.148623466491699
1521434782.176056,2486,6.149325370788574
1521434782.9133594,2487,6.0347089767456055
1521434790.6746268,2499,6.290093421936035
1521434793.8238122,2504,5.613500595092773
1521434812.4751463,2533,6.179494380950928
1521434911.102382,2686,5.881086349487305
1521434946.670418,2741,5.982687473297119
1521435093.4587486,2968,5.827402591705322
1521435139.1647873,3039,5.713638782501221
1521435141.0357146,3042,5.817591667175293
1521435218.3664677,3162,5.653693199157715
1521435263.2681592,3231,5.718883514404297
1521435273.6659114,3247,5.8486762046813965
1521435274.260374,3248,5.49873685836792
1521435311.5854337,3306,5.021187782287598
1521435424.1433494,3481,5.73395299911499
1521435512.9033659,3619,5.558160781860352
1521435514.266157,3621,5.65765380859375
1521435546.3877065,3671,5.592228412628174
1521435591.8269727,3742,5.441869735717773
1521435639.1771803,3815,5.953493595123291
1521435643.6254182,3822,5.448317050933838
1521435712.3395019,3929,5.600403785705566
1521435730.2720785,3957,5.397246837615967
1521435781.941093,4037,5.614769458770752
1521435821.9643104,4099,5.107106685638428
1521435884.304391,4197,5.4066877365112305
1521435907.2624998,4233,4.967432022094727
1521435961.7505684,4318,5.703299522399902
1521436015.1420004,4401,5.0029988288879395
1521436074.003564,4493,5.380935192108154
1521436084.8005598,4510,5.40898323059082
1521436185.5314152,4665,4.917166233062744
1521436188.0017211,4669,4.906680107116699
1521436193.160435,4677,4.736874103546143
1521436264.8967478,4789,4.781588554382324
1521436273.8772664,4803,4.922082424163818
1521436298.4249034,4841,4.888141632080078
1521436332.6231434,4895,5.018074035644531
1521436382.5788891,4972,5.240049839019775
1521436469.026174,5107,4.686690807342529
1521436486.8493557,5135,5.023475646972656
1521436623.1423976,5346,4.932142734527588
1521436632.1199734,5360,5.053205966949463
1521436671.6125107,5421,4.339592456817627
1521436754.6049016,5550,5.442275047302246
1521436838.8412552,5680,4.698217868804932
1521436867.176954,5724,4.389182090759277
1521436921.7559526,5809,4.346222877502441
1521436957.9498916,5865,4.600334644317627
1521436962.461969,5872,4.464701175689697
1521436985.4289691,5908,4.911888122558594
1521437038.8326714,5991,4.367774486541748
1521437174.5316508,6201,4.696837902069092
1521437187.0616536,6220,4.076591968536377
1521437232.193323,6290,4.863846302032471
1521437288.714326,6377,4.798237323760986
1521437381.9605067,6521,4.516042232513428
1521437417.4101913,6575,4.461953163146973
1521437435.891779,6604,4.164687156677246
1521437497.507169,6700,4.758836269378662
1521437505.0953436,6712,4.878352165222168
1521437597.6218052,6855,4.2877678871154785
1521437670.0942266,6967,4.909487724304199
1521437765.1216307,7115,4.4247307777404785
1521437791.4593887,7156,4.786539554595947
1521437901.721318,7312,4.279567241668701
1521437960.0143,7383,4.578100681304932
1521438023.676726,7461,4.553701877593994
1521438026.2566135,7464,4.318933963775635
1521438038.6329095,7479,4.781467914581299
1521438065.8454952,7512,4.737554550170898
1521438291.873088,7789,4.535033702850342
1521438299.871742,7799,4.542513370513916
1521438328.4882107,7834,4.677098751068115
1521438457.8842924,7992,4.183627605438232
1521438518.9277804,8067,4.352808475494385
1521438604.0347915,8181,4.6030964851379395
1521438637.1096187,8222,4.197157382965088
1521438747.9472816,8364,4.140323162078857
1521438751.8547366,8369,4.3183794021606445
1521438758.7332518,8378,4.165614128112793
1521438832.342533,8471,4.387350559234619
1521438854.413486,8499,4.60166597366333
1521438862.4796576,8509,3.4053657054901123
1521438936.3354335,8602,4.039901256561279
1521438962.7176828,8636,4.185641765594482
1521439152.7686784,8879,4.3309125900268555
1521439175.5851042,8908,4.347005844116211
1521439191.784423,8929,4.257110595703125
1521439197.309758,8936,3.8970179557800293
1521439242.940829,8994,3.854903221130371
1521439422.608145,9261,4.05427885055542
1521439457.287535,9317,4.1971540451049805
1521439477.4192452,9349,4.180980682373047
1521439531.3578014,9436,4.2855448722839355
1521439551.9220064,9469,3.993588447570801
1521439604.767978,9555,4.542187213897705
1521439612.7643642,9568,4.36693000793457
1521439668.7794898,9658,4.4794158935546875
1521439683.080473,9681,3.7817721366882324
1521439694.2523673,9699,3.7985963821411133
1521439785.0240273,9844,4.807798862457275
1521439824.8107824,9908,3.8083291053771973
1521439933.387845,10085,4.147151470184326
1521440052.1502964,10277,4.4184794425964355
1521440056.926972,10284,3.720433235168457
1521440128.3130093,10400,3.8059768676757812
1521440177.6531816,10480,3.704716444015503
1521440203.933419,10523,4.364170074462891
1521440256.2737103,10608,4.318239688873291
1521440275.6155694,10639,3.8501713275909424
1521440285.4213707,10655,3.8914456367492676
1521440320.6618862,10712,3.6879918575286865
