Wall time,Step,Value
1521526487.6049974,43,7.5108184814453125
1521526492.2415876,46,7.571631908416748
1521526651.8085756,52,7.778308391571045
1521526667.4060485,75,7.568037986755371
1521526719.597085,148,7.17794132232666
1521526774.0411558,210,7.464043140411377
1521526778.3142037,215,7.466310024261475
1521526796.627531,236,7.257182598114014
1521526812.9902387,254,7.458818435668945
1521526844.6804225,289,7.387022018432617
1521526846.5913563,291,7.04433012008667
1521526853.6816766,299,7.177889823913574
1521526993.7155075,455,6.980439186096191
1521527048.4890847,517,6.9272260665893555
1521527086.7159762,560,7.085104942321777
1521527092.9600186,567,7.049062728881836
1521527136.1691976,615,6.956539154052734
1521527147.733833,628,6.948188781738281
1521527208.1072617,695,6.74009895324707
1521527215.1419103,703,6.808720588684082
1521527285.8274724,783,6.7436699867248535
1521527291.312934,789,6.518160343170166
1521527315.876728,817,7.013848304748535
1521527436.736638,952,6.544052600860596
1521527475.6905098,995,6.389920234680176
1521527521.8326733,1047,6.595310688018799
1521527555.9038243,1085,6.574052333831787
1521527613.2293203,1161,6.275783061981201
1521527686.1181498,1242,6.501462936401367
1521527735.008012,1297,6.419473171234131
1521527737.7342708,1300,6.794520378112793
1521527750.00625,1314,6.508033752441406
1521527753.4545043,1318,6.429811477661133
1521527795.7674656,1366,6.391213417053223
1521527801.9979882,1373,6.707991600036621
1521527841.3743522,1417,6.378706455230713
1521527867.5920408,1447,6.427854061126709
1521527942.9434814,1533,6.49508810043335
1521527971.6441813,1565,6.434420108795166
1521528066.4021225,1672,6.208061218261719
1521528104.5481596,1715,6.382205963134766
1521528107.2331328,1718,6.422318935394287
1521528201.9582167,1825,6.090998649597168
1521528231.1145768,1858,6.198143482208252
1521528267.0499523,1898,6.112452030181885
1521528289.6191077,1928,6.31237268447876
1521528352.524084,2017,6.240937232971191
1521528393.8690245,2077,5.995110511779785
1521528465.312446,2180,6.063292503356934
1521528521.0603778,2243,6.072859287261963
1521528560.571173,2288,6.31198263168335
1521528633.49553,2370,6.0495147705078125
1521528675.256376,2417,5.599895477294922
1521528690.3077948,2434,5.808559417724609
1521528692.0797918,2436,6.391443252563477
1521528696.555833,2441,5.896674156188965
1521528718.3848364,2466,5.803537368774414
1521528719.251385,2467,6.0129523277282715
1521528730.0053108,2479,6.053055763244629
