Wall time,Step,Value
1521528203.9410496,43,7.619686126708984
1521528206.0160382,46,7.778065204620361
1521528241.0150876,95,7.46062707901001
1521528293.8393722,168,7.309418678283691
1521528338.1747587,230,7.231234550476074
1521528341.684256,235,7.44574499130249
1521528357.309213,256,7.229063510894775
1521528369.9510305,274,7.067155361175537
1521528395.3220806,309,7.257604122161865
1521528396.8412426,311,7.169850826263428
1521528402.5260289,319,7.036181449890137
1521528513.8785338,475,7.146636486053467
1521528558.4679806,537,7.023747444152832
1521528588.602662,580,6.979104995727539
1521528593.8921955,587,6.916060924530029
1521528628.1814408,635,6.82606840133667
1521528637.5151763,648,6.904143333435059
1521528681.6179085,715,7.079211235046387
1521528686.629799,723,7.33872652053833
1521528736.6251197,803,6.8239946365356445
1521528740.5494523,809,6.785090923309326
1521528761.180181,837,6.699822902679443
1521528908.0782092,1015,6.716800212860107
1521528951.1881204,1067,6.579749584197998
1521528982.069418,1105,6.653069972991943
1521529045.4174213,1181,6.389142036437988
1521529113.3254812,1262,6.373482704162598
1521529158.753569,1317,6.628298282623291
1521529161.2257967,1320,6.241700172424316
1521529172.6613758,1334,6.657855033874512
1521529175.9327378,1338,6.388729095458984
1521529215.6438615,1386,6.387364387512207
1521529221.3441198,1393,6.56896448135376
1521529254.0654,1437,6.6873674392700195
1521529346.2388859,1553,6.336287975311279
1521529372.2795458,1585,6.452037334442139
1521529459.7875972,1692,6.454952239990234
1521529495.0905907,1735,6.500432014465332
1521529497.5764842,1738,6.245771408081055
1521529585.0253136,1845,6.1593451499938965
1521529612.1127293,1878,6.3254170417785645
1521529644.607464,1918,6.07516622543335
1521529668.8512366,1948,6.065764427185059
1521529741.9947102,2037,6.058045387268066
1521529790.9702275,2097,6.05290412902832
1521529870.4233966,2200,6.116323471069336
1521529909.3516634,2263,6.1684465408325195
1521529937.3915586,2308,6.2240095138549805
1521529988.815672,2390,6.0146074295043945
1521530018.474564,2437,5.951210021972656
1521530029.1343272,2454,5.830644130706787
1521530030.4372962,2456,6.051967620849609
1521530033.6270497,2461,6.116415023803711
1521530048.9253058,2486,6.250154495239258
1521530049.554866,2487,5.939413070678711
1521530057.0412972,2499,5.928730487823486
1521530060.2824268,2504,6.071547985076904
1521530078.858852,2533,5.7942280769348145
1521530174.351223,2686,6.157920837402344
1521530208.8361878,2741,6.0364460945129395
1521530351.8427885,2968,6.016256809234619
1521530396.715888,3039,6.136384963989258
1521530398.6253335,3042,5.804305076599121
1521530473.5538707,3162,5.8816704750061035
1521530517.6790206,3231,5.864889621734619
1521530527.7424312,3247,5.528434753417969
1521530528.3414607,3248,5.477636337280273
1521530564.4884012,3306,5.284046649932861
1521530673.8521607,3481,5.7446794509887695
1521530760.7621047,3619,5.725078582763672
1521530762.0072703,3621,5.868483543395996
1521530792.9209445,3671,5.692311763763428
1521530837.3116617,3742,5.462737560272217
1521530883.0271635,3815,5.609651565551758
1521530887.4308014,3822,5.844959259033203
1521530953.7725043,3929,5.699221134185791
1521530970.926593,3957,5.830089092254639
1521531021.3775628,4037,5.738710880279541
1521531060.3855302,4099,5.566015243530273
1521531121.5467532,4197,5.867050647735596
1521531144.0727465,4233,5.732931137084961
1521531197.1990764,4318,5.424995422363281
1521531249.7066522,4401,5.328872203826904
1521531306.8774278,4493,5.250253677368164
1521531317.4373977,4510,5.315601825714111
1521531413.9140546,4665,5.051490783691406
1521531416.4296236,4669,5.458056926727295
1521531421.4940608,4677,5.409184455871582
1521531490.9189296,4789,5.057960033416748
1521531499.9103253,4803,5.268621444702148
1521531557.891214,4895,5.118081092834473
1521531605.6325011,4972,5.283822536468506
1521531688.8624854,5107,4.888313293457031
1521531706.2266333,5135,5.4682793617248535
1521531839.1247475,5346,4.7705278396606445
1521531847.8885932,5360,5.244738578796387
1521531886.2401688,5421,4.960550785064697
1521531966.753755,5550,4.9585418701171875
1521532048.3757977,5680,4.466602802276611
1521532076.4058423,5724,4.609327793121338
1521532129.045644,5809,4.366750240325928
1521532164.4828503,5865,4.999113082885742
1521532168.8759344,5872,4.605492115020752
1521532191.4165766,5908,4.6572980880737305
1521532242.6426191,5991,4.730382919311523
1521532373.8450153,6201,4.518835067749023
1521532385.5309699,6220,4.472705841064453
1521532428.816591,6290,4.658123970031738
1521532483.549463,6377,4.818911552429199
1521532573.912947,6521,4.889735698699951
1521532607.5574749,6575,4.981570720672607
1521532625.124623,6604,4.925270080566406
1521532684.559827,6700,4.6867852210998535
1521532691.7334356,6712,5.006724834442139
1521532780.9535654,6855,4.307002544403076
1521532851.2150962,6967,4.360073566436768
1521532943.013953,7115,4.105999946594238
1521532968.4325526,7156,4.593566417694092
1521533065.6441114,7312,4.469858646392822
1521533109.4887955,7383,3.615445137023926
1521533158.0754614,7461,4.6618733406066895
1521533159.884369,7464,5.142949104309082
1521533168.9847322,7479,4.208524227142334
1521533189.6942675,7512,4.0788655281066895
1521533364.0109153,7789,4.387407302856445
1521533370.196794,7799,4.448880672454834
1521533392.1152997,7834,4.237839698791504
1521533494.2480164,7992,4.194157123565674
1521533552.906731,8067,4.2317328453063965
1521533641.74241,8181,4.428825855255127
1521533674.0301838,8222,4.501996994018555
1521533785.2217152,8364,4.465173244476318
1521533789.0808098,8369,4.04148006439209
1521533796.2157433,8378,4.463087558746338
1521533890.8090289,8499,4.057708740234375
1521533898.7226033,8509,4.43508768081665
1521533971.3025684,8602,4.725019931793213
1521534182.7693832,8879,4.45781946182251
1521534205.4831822,8908,4.623014450073242
1521534221.4680066,8929,4.270442962646484
1521534226.7420561,8936,4.554879188537598
1521534271.1525908,8994,4.503048896789551
1521534479.5890765,9261,4.454198360443115
1521534615.2106822,9436,4.350831985473633
1521534641.4001951,9469,3.7858636379241943
1521534708.3345466,9555,4.477035045623779
1521534718.6584156,9568,4.529938220977783
1521534784.8086164,9658,4.241831302642822
1521534799.244754,9681,4.302649021148682
1521534810.5715055,9699,4.448053359985352
